coin,date,open,high,low,close,volume,market_cap,circulating_supply,ret,rv_7d,rv_30d,range_abs,range_pct,group
USD1,2025-07-30,0.9999,1.011,0.9887,0.9997,18323.06,2197350709,2198288428.434669,-0.00020002000200014525,0.03641799740315966,,0.022299999999999875,0.022554870031354177,Other
USD1,2025-07-31,0.9997,1.007,0.9931,0.9997,16920.13,2197350709,2198288428.434669,0.0,0.03600959346662494,,0.013899999999999912,0.01399657637700122,Other
USD1,2025-08-01,0.9997,1.014,0.985,0.9993,724748.05,2197350709,2198288428.434669,-0.00040012003601086477,0.030982027952164058,,0.029000000000000026,0.02944162436548226,Other
USD1,2025-08-02,0.9993,1.005,0.9944,0.999,336843.01,2197350709,2198288428.434669,-0.0003002101471029084,0.028409467428044486,,0.010599999999999943,0.010659694288012816,Other
USD1,2025-08-03,0.999,1.004,0.9912,0.9991,8326.96,2197350709,2198288428.434669,0.00010010010010019776,0.028479605616558882,,0.012800000000000034,0.012913640032284134,Other
USD1,2025-08-04,0.9991,1.007,0.994,0.9998,80299.74,2197350709,2198288428.434669,0.000700630567510796,0.02325487632304429,,0.0129999999999999,0.013078470824949598,Other
USD1,2025-08-05,0.9998,1.0,0.9994,1.0,2836668.84,2197350709,2198288428.434669,0.0002000400080015563,0.007104502205005508,,0.0006000000000000449,0.0006003602161297228,Other
USD1,2025-08-06,1.0,1.003,0.9893,1.0,927794.38,2197350709,2198288428.434669,0.0,0.006880648752974484,,0.013699999999999934,0.013848175477610365,Other
USD1,2025-08-07,1.0,1.0,0.9996,0.9997,4055208.8,2197350709,2198288428.434669,-0.00029999999999996696,0.00732139105448511,0.019964216025973362,0.00039999999999995595,0.00040016006402556614,Other
USDC,2025-07-08,1.0,1.007,0.9844,1.0,215874.04,999014234,998999979.839804,,,,0.022599999999999842,0.0229581470946768,Stable_Bottom5
USDC,2025-07-09,1.0,1.011,0.9792,1.0,647470.22,999014234,998999979.839804,0.0,,,0.03179999999999994,0.03247549019607837,Stable_Bottom5
USDC,2025-07-10,1.0,1.012,0.974,0.9999,23023236.5,999014234,998999979.839804,-9.999999999998899e-05,,,0.038000000000000034,0.03901437371663248,Stable_Bottom5
USDC,2025-07-11,1.0,1.015,0.9872,1.0,505142.8,999014234,998999979.839804,0.00010001000100001711,,,0.027799999999999936,0.028160453808751963,Stable_Bottom5
USDC,2025-07-12,1.0,1.009,0.9914,1.0,315595.22,999014234,998999979.839804,0.0,,,0.01759999999999995,0.017752672987694118,Stable_Bottom5
USDC,2025-07-13,1.0,1.009,0.9904,1.0,154715.94,999014234,998999979.839804,0.0,,,0.01859999999999995,0.018780290791599305,Stable_Bottom5
USDC,2025-07-14,1.0,1.011,0.9881,1.0,256998.08000000002,999014234,998999979.839804,0.0,,,0.02289999999999992,0.023175791923894264,Stable_Bottom5
USDC,2025-07-15,1.0,1.021,0.9809,1.0,277246.14,999014234,998999979.839804,0.0,0.0011030812983254693,,0.040099999999999913,0.04088082373330606,Stable_Bottom5
USDC,2025-07-16,1.0,1.013,0.9778,1.0,1038995.54,999014234,998999979.839804,0.0,0.0011030812983254693,,0.0351999999999999,0.035999181836776334,Stable_Bottom5
USDC,2025-07-17,1.0,1.017,0.9775,0.9999,1427723.36,999014234,998999979.839804,-9.999999999998899e-05,0.0011030812983254693,,0.03949999999999987,0.040409207161125185,Stable_Bottom5
USDC,2025-07-18,0.9999,1.024,0.9754,1.0,1652036.12,999014234,998999979.839804,0.00010001000100001711,0.0011030812983254693,,0.04859999999999998,0.04982571252819354,Stable_Bottom5
USDC,2025-07-19,1.0,1.012,0.9893,1.0,464274.48,999014234,998999979.839804,0.0,0.0011030812983254693,,0.022700000000000053,0.022945517032245077,Stable_Bottom5
USDC,2025-07-20,1.0,1.019,0.9826,0.9999,934970.8200000001,999014234,998999979.839804,-9.999999999998899e-05,0.0013184211409236367,,0.03639999999999988,0.03704457561571329,Stable_Bottom5
USDC,2025-07-21,0.9999,1.017,0.9881,1.0,924571.5800000001,999014234,998999979.839804,0.00010001000100001711,0.0015599925319348046,,0.028899999999999926,0.029248051816617677,Stable_Bottom5
USDC,2025-07-22,1.0,1.022,0.9861,1.0,689172.5800000001,999014234,998999979.839804,0.0,0.0015599925319348046,,0.03590000000000004,0.036406044011763554,Stable_Bottom5
USDC,2025-07-23,1.0,1.021,0.9821,1.0,973747.28,999014234,998999979.839804,0.0,0.0015599925319348046,,0.038899999999999935,0.03960900112004881,Stable_Bottom5
USDC,2025-07-24,1.0,1.015,0.9676,0.9999,1009516.84,999014234,998999979.839804,-9.999999999998899e-05,0.0015599925319348046,,0.04739999999999989,0.04898718478710199,Stable_Bottom5
USDC,2025-07-25,0.9999,1.013,0.9909,1.0,216627.4,999014234,998999979.839804,0.00010001000100001711,0.0015599925319348046,,0.022099999999999898,0.022302956907861438,Stable_Bottom5
USDC,2025-07-26,1.0,1.011,0.9892,1.0,353835.5,999014234,998999979.839804,0.0,0.0015599925319348046,,0.02179999999999993,0.02203801051354623,Stable_Bottom5
USDC,2025-07-27,1.0,1.006,0.9858,1.0,313704.18,999014234,998999979.839804,0.0,0.0013184475109284293,,0.020199999999999996,0.020490971799553656,Stable_Bottom5
USDC,2025-07-28,1.0,1.018,0.9892,0.9998,528309.22,999014234,998999979.839804,-0.00019999999999997797,0.0018172884751217345,,0.028800000000000048,0.029114435907804336,Stable_Bottom5
USDC,2025-07-29,1.0,1.015,0.9875,0.9999,598684.22,999014234,998999979.839804,0.00010002000400088917,0.0020425096833124427,,0.027499999999999858,0.02784810126582264,Stable_Bottom5
USDC,2025-07-30,0.9999,1.013,0.9878,1.0,395782.36,999014234,998999979.839804,0.00010001000100001711,0.0022061626025629056,,0.02519999999999989,0.02551123709252874,Stable_Bottom5
USDC,2025-07-31,1.0,1.012,0.9889,1.0,538808.16,999014234,998999979.839804,0.0,0.0020425096816097184,,0.02310000000000001,0.02335928809788655,Stable_Bottom5
USDC,2025-08-01,1.0,1.015,0.9857,1.0,535060.88,999014234,998999979.839804,0.0,0.0019105928617702429,,0.02929999999999988,0.029725068479253203,Stable_Bottom5
USDC,2025-08-02,1.0,1.017,0.9858,1.0,866802.3,999014234,998999979.839804,0.0,0.0019105928617702429,,0.031199999999999894,0.03164942178940951,Stable_Bottom5
USDC,2025-08-03,1.0,1.007,0.9844,1.0,430987.82,999014234,998999979.839804,0.0,0.0019105928617702429,,0.022599999999999842,0.0229581470946768,Stable_Bottom5
USDC,2025-08-04,1.0,1.01,0.9833,1.0,35341346.42,999014234,998999979.839804,0.0,0.0009323670947632023,,0.026700000000000057,0.02715346282924851,Stable_Bottom5
USDC,2025-08-05,1.0,1.019,0.986,0.9998,757274.88,999014234,998999979.839804,-0.00019999999999997797,0.0017189825396148686,,0.03299999999999992,0.03346855983772811,Stable_Bottom5
USDC,2025-08-06,0.9998,1.011,0.9811,1.0,596893.54,999014234,998999979.839804,0.0002000400080015563,0.0022062729382753064,,0.029899999999999927,0.030475996330649197,Stable_Bottom5
USDC,2025-08-07,0.9998,0.9999,0.9998,0.9999,1531227.53,999014234,998999979.839804,-9.999999999998899e-05,0.002321451784403768,0.0017002997061596119,9.999999999998899e-05,0.00010002000400078914,Stable_Bottom5
USDD,2025-07-08,0.9902,1.007,0.9869,0.9902,48085.73100000001,532743912,532753987.0,,,,0.020099999999999896,0.020366805147431246,Other
USDD,2025-07-09,0.9902,1.01,0.9824,0.9875,156552.258,532743912,532753987.0,-0.0027267218743687316,,,0.027599999999999958,0.02809446254071657,Other
USDD,2025-07-10,0.9875,1.059,0.9875,0.9999,139039.685,532743912,532753987.0,0.012556962025316531,,,0.0714999999999999,0.07240506329113913,Other
USDD,2025-07-11,0.9999,1.015,0.9917,0.9998,5889.3379,532743912,532753987.0,-0.00010001000100012813,,,0.023299999999999876,0.02349500857114034,Other
USDD,2025-07-12,0.9998,1.014,0.9822,0.9998,15080.99,532743912,532753987.0,0.0,,,0.03180000000000005,0.03237629810629205,Other
USDD,2025-07-13,0.9998,1.008,0.997,1.003,4047.877,532743912,532753987.0,0.003200640128025567,,,0.01100000000000001,0.011033099297893692,Other
USDD,2025-07-14,0.9998,1.048,0.9895,0.9998,55218.664000000004,532743912,532753987.0,-0.0031904287138583287,,,0.058499999999999996,0.05912076806467913,Other
USDD,2025-07-15,0.9998,1.025,0.9918,1.006,65088.399,532743912,532753987.0,0.006201240248049578,0.10685565542907693,,0.033199999999999896,0.033474490824762955,Other
USDD,2025-07-16,0.9998,1.009,0.9817,0.9998,108010.00499999999,532743912,532753987.0,-0.006163021868787255,0.11885274179439416,,0.02729999999999988,0.02780890292349993,Other
USDD,2025-07-17,0.9998,1.014,0.9916,1.002,6615.779,532743912,532753987.0,0.0022004400880175634,0.07840546663207099,,0.022399999999999975,0.022589753933037488,Other
USDD,2025-07-18,0.9998,1.019,0.9913,0.9998,154453.07700000002,532743912,532753987.0,-0.0021956087824350767,0.08049951767693571,,0.027699999999999947,0.02794310501361843,Other
USDD,2025-07-19,0.9998,1.004,0.9998,0.9998,417.934,532743912,532753987.0,0.0,0.08049951767693571,,0.0041999999999999815,0.004200840168033588,Other
USDD,2025-07-20,0.9998,1.006,0.9795,0.9998,102344.07100000001,532743912,532753987.0,0.0,0.07596661507468311,,0.026499999999999968,0.027054619703930544,Other
USDD,2025-07-21,0.9998,1.009,0.9915,0.9998,60173.506,532743912,532753987.0,0.0,0.07237254884339347,,0.01749999999999985,0.01765002521432158,Other
USDD,2025-07-22,0.9998,1.011,0.8795,0.9999,59860.439999999995,532743912,532753987.0,0.00010002000400088917,0.05079457267457078,,0.13149999999999995,0.14951677089255253,Other
USDD,2025-07-23,0.9999,1.019,0.9978,0.9998,45901.841,532743912,532753987.0,-0.00010001000100012813,0.024269880384499655,,0.021199999999999886,0.021246742834235204,Other
USDD,2025-07-24,0.9998,1.013,0.9907,0.9942,62990.92,532743912,532753987.0,-0.005601120224044909,0.04092296367102221,,0.022299999999999875,0.02250933683254252,Other
USDD,2025-07-25,0.9942,1.011,0.9882,0.9903,20394.592,532743912,532753987.0,-0.003922751961376036,0.04536028503164821,,0.02279999999999993,0.023072252580449232,Other
USDD,2025-07-26,0.9903,1.006,0.9882,0.9903,5177.093,532743912,532753987.0,0.0,0.04536028503164821,,0.017800000000000038,0.018012548067192914,Other
USDD,2025-07-27,0.9903,1.009,0.9882,0.9895,52635.214,532743912,532753987.0,-0.0008078360092900194,0.044247708133848575,,0.02079999999999993,0.021048370775146662,Other
USDD,2025-07-28,0.9895,1.012,0.9882,0.9952,33570.408,532743912,532753987.0,0.005760485093481593,0.06872091114396717,,0.023800000000000043,0.024084193483100633,Other
USDD,2025-07-29,0.9952,1.003,0.995,0.995,7171.667,532743912,532753987.0,-0.000200964630225009,0.06855443666553353,,0.007999999999999896,0.00804020100502502,Other
USDD,2025-07-30,0.995,1.008,0.995,1.003,6976.905000000001,532743912,532753987.0,0.008040201005025116,0.09351548893773894,,0.013000000000000012,0.013065326633165841,Other
USDD,2025-07-31,1.003,1.006,0.995,1.001,4558.2695,532743912,532753987.0,-0.001994017946161497,0.08222267817570826,,0.01100000000000001,0.011055276381909557,Other
USDD,2025-08-01,1.001,1.03,0.9933,0.995,152624.895,532743912,532753987.0,-0.005994005994005902,0.0906659627753773,,0.036700000000000066,0.03694754857545562,Other
USDD,2025-08-02,0.995,1.02,0.995,0.9951,17843.897999999997,532743912,532753987.0,0.00010050251256288334,0.09062257975664834,,0.025000000000000022,0.02512562814070354,Other
USDD,2025-08-03,0.9951,1.005,0.995,0.9953,5026.074,532743912,532753987.0,0.0002009848256456781,0.0898908819059871,,0.009999999999999898,0.010050251256281305,Other
USDD,2025-08-04,0.9986,1.01,0.9946,0.9958,75142.242,532743912,532753987.0,0.0005023610971566228,0.07985749136384991,,0.01539999999999997,0.01548361150211137,Other
USDD,2025-08-05,0.9958,1.012,0.9952,0.9952,5515.715999999999,532743912,532753987.0,-0.000602530628640352,0.08000011167110704,,0.016800000000000037,0.01688102893890679,Other
USDD,2025-08-06,0.9952,1.005,0.9951,0.9952,1527.601,532743912,532753987.0,0.0,0.04405777854119351,,0.009899999999999909,0.009948748869460265,Other
USDD,2025-08-07,1.0,1.0,0.9989,0.9992,2717.87,532743912,532753987.0,0.004019292604501512,0.056405229360304024,0.07697777388491321,0.0010999999999999899,0.001101211332465702,Other
USDE,2025-07-08,1.001,1.007,0.9846,1.002,172981.42,9609079710,9601721828.246807,,,,0.022399999999999864,0.022750355474304148,Other
USDE,2025-07-09,1.002,1.013,0.9801,1.001,128293.76000000001,9609079710,9601721828.246807,-0.0009980039920161055,,,0.03289999999999993,0.03356800326497289,Other
USDE,2025-07-10,1.001,1.009,0.9485,1.002,180153.81,9609079710,9601721828.246807,0.0009990009990010762,,,0.06049999999999989,0.06378492356352122,Other
USDE,2025-07-11,1.002,1.018,0.99,1.001,290464.7,9609079710,9601721828.246807,-0.0009980039920161055,,,0.028000000000000025,0.02828282828282831,Other
USDE,2025-07-12,1.001,1.006,0.9957,1.0,13735.24,9609079710,9601721828.246807,-0.0009990009990008542,,,0.010299999999999976,0.010344481269458647,Other
USDE,2025-07-13,1.001,1.01,0.9946,1.002,37145.92,9609079710,9601721828.246807,0.0020000000000000018,,,0.01539999999999997,0.01548361150211137,Other
USDE,2025-07-14,1.002,1.01,0.9901,0.9998,205864.53,9609079710,9601721828.246807,-0.0021956087824350767,,,0.01990000000000003,0.02009897990102013,Other
USDE,2025-07-15,0.9998,1.03,0.9856,0.9999,133333.21,9609079710,9601721828.246807,0.00010002000400088917,0.02723577229188715,,0.044399999999999995,0.04504870129870129,Other
USDE,2025-07-16,0.9999,1.013,0.9935,1.001,123005.16,9609079710,9601721828.246807,0.0011001100110010764,0.028157381765101613,,0.01949999999999985,0.019627579265223804,Other
USDE,2025-07-17,1.001,1.016,0.9794,1.002,325275.82,9609079710,9601721828.246807,0.0009990009990010762,0.028157381765101606,,0.036599999999999966,0.03736981825607511,Other
USDE,2025-07-18,1.0,1.026,0.975,1.001,368526.33999999997,9609079710,9601721828.246807,-0.0009980039920161055,0.028157381765101606,,0.051000000000000045,0.052307692307692354,Other
USDE,2025-07-19,1.003,1.007,0.9912,1.002,58564.57,9609079710,9601721828.246807,0.0009990009990010762,0.027530334858052674,,0.015799999999999925,0.01594027441485061,Other
USDE,2025-07-20,1.002,1.021,0.9878,1.002,149551.29,9609079710,9601721828.246807,0.0,0.02344152311956829,,0.033199999999999896,0.03361004251872838,Other
USDE,2025-07-21,1.002,1.019,0.9898,1.002,252677.86,9609079710,9601721828.246807,0.0,0.014634864525189771,,0.029199999999999893,0.02950090927460082,Other
USDE,2025-07-22,1.002,1.01,0.9882,1.001,22015.13,9609079710,9601721828.246807,-0.0009980039920161055,0.017483491343438906,,0.02180000000000004,0.02206031167779806,Other
USDE,2025-07-23,1.001,1.022,0.9856,1.003,173228.46,9609079710,9601721828.246807,0.0019980019980019303,0.021229479115787223,,0.03639999999999999,0.03693181818181817,Other
USDE,2025-07-24,1.003,1.007,0.9928,1.002,37506.77,9609079710,9601721828.246807,-0.0009970089730806375,0.02202749490849342,,0.01419999999999988,0.014302981466559105,Other
USDE,2025-07-25,1.002,1.012,0.9937,1.002,47829.29,9609079710,9601721828.246807,0.0,0.020393500011222136,,0.018299999999999983,0.01841602093187077,Other
USDE,2025-07-26,1.002,1.013,0.9961,1.0,47684.41,9609079710,9601721828.246807,-0.001996007984031989,0.023911322663892943,,0.016899999999999915,0.016966168055416037,Other
USDE,2025-07-27,1.0,1.008,0.9875,1.002,45348.68,9609079710,9601721828.246807,0.0020000000000000018,0.029147965882304214,,0.020499999999999963,0.020759493670886038,Other
USDE,2025-07-28,1.002,1.008,0.9961,1.001,18110.59,9609079710,9601721828.246807,-0.0009980039920161055,0.030027652587706632,,0.011900000000000022,0.011946591707659895,Other
USDE,2025-07-29,1.002,1.013,0.9925,1.001,71331.37,9609079710,9601721828.246807,0.0,0.029147965882304214,,0.02049999999999985,0.02065491183879078,Other
USDE,2025-07-30,1.001,1.013,0.9906,1.002,35972.84,9609079710,9601721828.246807,0.0009990009990010762,0.02566936818646408,,0.022399999999999864,0.022612558045628773,Other
USDE,2025-07-31,1.002,1.008,0.9947,1.001,32464.81,9609079710,9601721828.246807,-0.0009980039920161055,0.025671385955801623,,0.013299999999999979,0.013370865587614335,Other
USDE,2025-08-01,1.001,1.022,0.9867,0.9998,76950.65,9609079710,9601721828.246807,-0.0011988011988011138,0.026707022679462254,,0.0353,0.03577581838451403,Other
USDE,2025-08-02,0.9998,1.008,0.9962,1.001,12467.88,9609079710,9601721828.246807,0.0012002400480095599,0.024321165153713714,,0.011800000000000033,0.011845011041959478,Other
USDE,2025-08-03,1.001,1.006,0.9927,1.0,8340.56,9609079710,9601721828.246807,-0.0009990009990008542,0.01957273340811524,,0.013299999999999979,0.013397803968973485,Other
USDE,2025-08-04,1.0,1.008,0.9955,1.0,19967.43,9609079710,9601721828.246807,0.0,0.018666645687877577,,0.012499999999999956,0.012556504269211406,Other
USDE,2025-08-05,1.0,1.015,0.9962,1.002,16945.44,9609079710,9601721828.246807,0.0020000000000000018,0.02432401267043523,,0.018799999999999928,0.018871712507528535,Other
USDE,2025-08-06,1.002,1.004,0.9905,1.001,14499.4,9609079710,9601721828.246807,-0.0009980039920161055,0.024325042097673884,,0.013499999999999956,0.013629480060575423,Other
USDE,2025-08-07,1.001,1.001,1.001,1.001,2761347.9,9609079710,9601721828.246807,0.0,0.02323135494182493,0.02321430048970171,0.0,0.0,Other
USDF,2025-07-08,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-09,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-10,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-11,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-12,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-13,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-14,0.0,0.0,0.0,0.0,0.0,1255709166,1255743146.870882,,,,0.0,,Volatile_Top5
USDF,2025-07-15,0.0,1.005,0.0,1.004,23268.4,1255709166,1255743146.870882,inf,,,1.005,,Volatile_Top5
USDF,2025-07-16,1.004,1.005,0.9997,1.004,41973.87,1255709166,1255743146.870882,0.0,,,0.00529999999999986,0.005301590477143003,Volatile_Top5
USDF,2025-07-17,1.004,1.004,0.9992,1.004,24008.56,1255709166,1255743146.870882,0.0,,,0.0048000000000000265,0.004803843074459594,Volatile_Top5
USDF,2025-07-18,1.004,1.004,1.004,1.004,21841.96366,1255709166,1255743146.870882,0.0,,,0.0,0.0,Volatile_Top5
USDF,2025-07-19,1.004,1.004,0.9992,1.004,6844.2481,1255709166,1255743146.870882,0.0,,,0.0048000000000000265,0.004803843074459594,Volatile_Top5
USDF,2025-07-20,1.004,1.004,1.0,1.004,29787.94,1255709166,1255743146.870882,0.0,,,0.0040000000000000036,0.0040000000000000036,Volatile_Top5
USDF,2025-07-21,1.004,1.004,0.9993,1.004,20737.97,1255709166,1255743146.870882,0.0,,,0.0047000000000000375,0.004703292304613267,Volatile_Top5
USDF,2025-07-22,1.004,1.004,1.004,1.004,17450.49,1255709166,1255743146.870882,0.0,0.0,,0.0,0.0,Volatile_Top5
USDF,2025-07-23,1.004,1.004,1.0,1.004,28758.66,1255709166,1255743146.870882,0.0,0.0,,0.0040000000000000036,0.0040000000000000036,Volatile_Top5
USDF,2025-07-24,1.004,1.004,1.004,1.004,3840.7200000000003,1255709166,1255743146.870882,0.0,0.0,,0.0,0.0,Volatile_Top5
USDF,2025-07-25,1.004,1.004,0.9994,1.004,63269.049999999996,1255709166,1255743146.870882,0.0,0.0,,0.0046000000000000485,0.004602761656994245,Volatile_Top5
USDF,2025-07-26,1.004,1.004,0.9994,1.004,55510.25,1255709166,1255743146.870882,0.0,0.0,,0.0046000000000000485,0.004602761656994245,Volatile_Top5
USDF,2025-07-27,1.004,1.004,0.9994,1.004,53772.764299999995,1255709166,1255743146.870882,0.0,0.0,,0.0046000000000000485,0.004602761656994245,Volatile_Top5
USDF,2025-07-28,1.004,1.004,0.9994,1.0,176759.09,1255709166,1255743146.870882,-0.003984063745019917,0.028768928756061695,,0.0046000000000000485,0.004602761656994245,Volatile_Top5
USDF,2025-07-29,1.0,1.005,0.9995,1.004,56152.79,1255709166,1255743146.870882,0.0040000000000000036,0.044033217745204016,,0.005499999999999838,0.005502751375687682,Volatile_Top5
USDF,2025-07-30,1.004,1.004,0.9997,0.9997,61016.24,1255709166,1255743146.870882,-0.004282868525896433,0.05381974595371993,,0.0042999999999999705,0.004301290387116105,Volatile_Top5
USDF,2025-07-31,0.9997,1.004,0.9997,1.004,62512.89571,1255709166,1255743146.870882,0.004301290387116019,0.06465495577474027,,0.0042999999999999705,0.004301290387116105,Volatile_Top5
USDF,2025-08-01,1.004,1.004,0.9999,1.004,64749.04,1255709166,1255743146.870882,0.0,0.06465495577474027,,0.0040999999999999925,0.004100410041004093,Volatile_Top5
USDF,2025-08-02,1.004,1.004,0.9999,1.004,56531.97,1255709166,1255743146.870882,0.0,0.06465495577474027,,0.0040999999999999925,0.004100410041004093,Volatile_Top5
USDF,2025-08-03,1.004,1.004,0.9996,1.004,48417.7,1255709166,1255743146.870882,0.0,0.06465495577474027,,0.0043999999999999595,0.004401760704281672,Volatile_Top5
USDF,2025-08-04,1.004,1.004,0.9995,1.004,41548.26,1255709166,1255743146.870882,0.0,0.0554468132553502,,0.0044999999999999485,0.00450225112556273,Volatile_Top5
USDF,2025-08-05,1.004,1.004,0.9997,1.004,53793.53,1255709166,1255743146.870882,0.0,0.04734283624645303,,0.0042999999999999705,0.004301290387116105,Volatile_Top5
USDF,2025-08-06,1.004,1.004,0.9995,1.004,55831.05,1255709166,1255743146.870882,0.0,0.031059622693224535,,0.0044999999999999485,0.00450225112556273,Volatile_Top5
USDF,2025-08-07,1.004,1.004,1.0,1.004,970.7,1255709166,1255743146.870882,0.0,0.0,,0.0040000000000000036,0.0040000000000000036,Volatile_Top5
USDS,2025-07-08,0.9998,1.0,0.9867,0.9998,2908.931,7871176141,7875781332.089645,,,,0.013299999999999979,0.013479274348839543,Other
USDS,2025-07-09,0.9998,1.0,0.9891,0.9998,1149.73,7871176141,7875781332.089645,0.0,,,0.01090000000000002,0.011020119300374099,Other
USDS,2025-07-10,0.9998,1.048,0.9998,1.0,47579.358,7871176141,7875781332.089645,0.0002000400080015563,,,0.04820000000000002,0.0482096419283857,Other
USDS,2025-07-11,1.0,1.04,0.9868,0.9876,25244.967,7871176141,7875781332.089645,-0.012399999999999967,,,0.053200000000000025,0.053911633563032045,Other
USDS,2025-07-12,1.0,1.0,0.9999,1.0,321.218,7871176141,7875781332.089645,0.012555690562980892,,,9.999999999998899e-05,0.000100010001000089,Other
USDS,2025-07-13,1.0,1.001,0.9961,0.9998,7511.68,7871176141,7875781332.089645,-0.00019999999999997797,,,0.004899999999999904,0.004919184820801029,Other
USDS,2025-07-14,0.9998,1.0,0.995,0.9998,24967.056999999997,7871176141,7875781332.089645,0.0,,,0.0050000000000000044,0.005025125628140708,Other
USDS,2025-07-15,0.9998,1.0,0.9755,0.9998,3787.749,7871176141,7875781332.089645,0.0,0.1376534898970269,,0.024499999999999966,0.025115325474115803,Other
USDS,2025-07-16,0.9998,1.021,0.9972,0.9999,14238.462,7871176141,7875781332.089645,0.00010002000400088917,0.1376544012711789,,0.023799999999999932,0.02386682711592452,Other
USDS,2025-07-17,0.9999,1.014,0.9984,1.008,2487.955,7871176141,7875781332.089645,0.008100810081008047,0.14953519479299332,,0.015600000000000058,0.01562500000000006,Other
USDS,2025-07-18,0.9999,1.0,0.9997,0.9999,4967.34,7871176141,7875781332.089645,-0.008035714285714257,0.12708646697574874,,0.00029999999999996696,0.0003000900270080694,Other
USDS,2025-07-19,0.9999,1.0,0.9999,0.9999,80.224,7871176141,7875781332.089645,0.0,0.08901279425427848,,9.999999999998899e-05,0.000100010001000089,Other
USDS,2025-07-20,0.9999,1.008,0.9999,0.9999,622.59,7871176141,7875781332.089645,0.0,0.0889978530791604,,0.008099999999999996,0.008100810081008096,Other
USDS,2025-07-21,0.9999,1.0,0.9993,0.9993,10874.437,7871176141,7875781332.089645,-0.0006000600060006578,0.08911293469657772,,0.0007000000000000339,0.0007004903432403022,Other
USDS,2025-07-22,0.9993,1.0,0.9993,1.0,199.00099999999998,7871176141,7875781332.089645,0.0007004903432403786,0.0892860373512082,,0.0007000000000000339,0.0007004903432403022,Other
USDS,2025-07-23,1.0,1.0,0.98,0.98,174009.24,7871176141,7875781332.089645,-0.020000000000000018,0.16996012908944394,,0.020000000000000018,0.02040816326530614,Other
USDS,2025-07-24,0.98,1.009,0.98,0.98,1692.255,7871176141,7875781332.089645,0.0,0.14673576956235398,,0.028999999999999915,0.029591836734693792,Other
USDS,2025-07-25,0.98,0.999,0.8011,0.8011,932.05,7871176141,7875781332.089645,-0.18255102040816318,1.3020976787316736,,0.19789999999999996,0.24703532642616396,Other
USDS,2025-07-26,0.8011,0.8011,0.8011,0.8011,0.0,7871176141,7875781332.089645,0.0,1.3020976787316736,,0.0,0.0,Other
USDS,2025-07-27,0.8011,1.011,0.8011,1.0,163.769,7871176141,7875781332.089645,0.24828361003620025,2.4048800846072553,,0.20989999999999986,0.26201472974659823,Other
USDS,2025-07-28,1.007,1.014,0.985,1.0,2440.04,7871176141,7875781332.089645,0.0,2.4047754920237647,,0.029000000000000026,0.02944162436548226,Other
USDS,2025-07-29,1.0,1.0,0.8162,0.9998,1992.53,7871176141,7875781332.089645,-0.00019999999999997797,2.404919425900421,,0.18379999999999996,0.2251899044351874,Other
USDS,2025-07-30,0.9998,1.0,0.9921,0.9998,1469.578,7871176141,7875781332.089645,0.0,2.3958296946614466,,0.007900000000000018,0.007962906965023706,Other
USDS,2025-07-31,0.9998,1.002,0.9782,0.9805,5562.942000000001,7871176141,7875781332.089645,-0.019303860772154402,2.40445791204588,,0.023800000000000043,0.024330402780617506,Other
USDS,2025-08-01,0.9805,1.0,0.9716,0.9998,11375.81,7871176141,7875781332.089645,0.01968383477817448,1.8054910386182141,,0.02839999999999998,0.02923013585837791,Other
USDS,2025-08-02,0.9998,1.0,0.9757,1.0,3699.2509999999997,7871176141,7875781332.089645,0.0002000400080015563,1.8052523639533251,,0.02429999999999999,0.024905196269345075,Other
USDS,2025-08-03,1.0,1.0,0.979,0.9998,3057.043,7871176141,7875781332.089645,-0.00019999999999997797,0.2150487694044455,,0.02100000000000002,0.021450459652706862,Other
USDS,2025-08-04,0.9998,1.0,0.9802,0.9998,628.114,7871176141,7875781332.089645,0.0,0.2150487694044455,,0.01980000000000004,0.020199959192001675,Other
USDS,2025-08-05,0.9998,0.9999,0.9996,0.9998,1495.8980000000001,7871176141,7875781332.089645,0.0,0.2150408484613663,,0.00029999999999996696,0.0003001200480191746,Other
USDS,2025-08-06,0.9998,1.0,0.9945,0.9998,81336.97000000002,7871176141,7875781332.089645,0.0,0.2150408484613663,,0.005499999999999949,0.005530417295123127,Other
USDS,2025-08-07,0.9958,0.9997,0.9943,0.9954,34836.96,7871176141,7875781332.089645,-0.004400880176035238,0.1507425528184843,1.1022640416689573,0.005400000000000071,0.00543095645177519,Other
USDT,2025-07-08,1.0,1.007,0.9951,1.0,176391910.05,439545392,440593884.884321,,,,0.01189999999999991,0.011958597125916903,Stable_Bottom5
