timestamp,coin,price,volume,high,low,open,market_cap,circulating_supply,coingecko_id,hour,session,hourly_range,close
2025-07-08,BTC,108305.41,67560170.77,108538.36,108194.43,108277.16,2288648265385,19902853.0,bitcoin,0,Asian,343.93000000000757,108305.41
2025-07-08,LDO,0.7254,159556.55,0.7327,0.7249,0.7292,844799997,895888862.5921584,lido-dao,0,Asian,0.007800000000000029,0.7254
2025-07-08,KAVA,0.3936,6649.96,0.3977,0.3921,0.3937,418771693,1082853140.0,kava,0,Asian,0.005599999999999994,0.3936
2025-07-08,MSOL,195.11,4964.2,195.72,193.4,193.41,869047002,3930935.0,msol,0,Asian,2.319999999999993,195.11
2025-07-08,WBTC,108240.43,262807.76,108240.43,108218.77,108190.54,14572749891,126850.89872278,wrapped-bitcoin,0,Asian,21.65999999998894,108240.43
